180
31 一种用于松套光缆的卡扣式热缩套管 熊雄;李友如;黄勇;蒋俊杰;匡亮;陶国栋;李哲文;王雪敏 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-07-04 2017-06-06  收藏 CN206224025U
32 一种不打结、高强度拖曳阵缆尾绳固定装置 王建;向继方;顾兴;张辉;李友如;陶光勇;彭涛;陶国栋 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-08-31 2017-05-31  收藏 CN206206496U
33 一种光电设备机箱内光纤走线固定装置 李哲文;李友如;黄勇;熊雄;匡亮;陶国栋;蒋俊杰;任伟;王雪敏 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-11-29 2017-05-31  收藏 CN206209168U
34 一种能适应真空环境的液晶屏绑定方法及其结构 卢殊晔;李友如;齐鹤;胡艳红;刘学满;陶光勇;彭海军;黄建军;李玥;蒋水兵;唐校兵;郑文权;周建军;陆华;曹正 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-08-31 2017-05-17  收藏 CN106681041A
35 一种用于松套光缆的卡扣式热缩套管 熊雄;李友如;黄勇;蒋俊杰;匡亮;陶国栋;李哲文;王雪敏 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-07-04 2017-04-19  收藏 CN106569305A
36 一种用于探头点胶工艺的固定支架 龙真;李友如;黄勇;胡艳红;陶国栋;蒋俊杰;周芝 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-08-31 2017-04-05  收藏 CN206064774U
37 一种用于探头声压灵敏度测试夹具 陶国栋;李友如;黄勇;匡亮;李哲文;熊雄;蒋俊杰 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-08-31 2017-04-05  收藏 CN206066273U
38 一种用于光纤水听器固态探头包装盒 龙真;李友如;黄勇;胡艳红;陶国栋;蒋俊杰;周芝 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-08-31 2017-04-05  收藏 CN206068511U
39 一种用于阵缆自动盘转收放缆盘 陶国栋;李友如;黄勇;匡亮;李哲文;熊雄;蒋俊杰 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-08-31 2017-04-05  收藏 CN206069095U
40 一种铠装传输缆线缆外皮开剥装置 王建;向继方;顾兴;张辉;李友如;陶光勇;彭涛;陶国栋 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-08-31 2017-04-05  收藏 CN206076853U
180
41 一种双管正激型开关电源 周仕友;夏建林;李友如;陶令;刘学满;胡艳红;尹志生 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-09-27 2017-04-05  收藏 CN206077233U
42 一种能适应真空环境的液晶屏绑定结构 卢殊晔;李友如;齐鹤;胡艳红;刘学满;陶光勇;彭海军;黄建军;李玥;蒋水兵;唐校兵;郑文权;周建军;陆华;曹正 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-08-31 2017-04-05  收藏 CN206074950U
43 一种固态拖曳声呐线列阵及其装配方法 赵散梅;向继方;李友如;顾兴;王建;黄德翼;胡艳红;罗宵 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-10-21 2017-03-29  收藏 CN106546971A
44 一种松套光缆开剥口灌封装置 熊雄;李友如;黄勇;王雪敏;匡亮;蒋俊杰;袁湘文;李哲文;陶国栋 长沙湘计海盾科技有限公司;长城信息产业股份有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-06-28 2017-01-18  收藏 CN205887362U
45 用于拖曳声呐系统的可弯曲式水密连接器及其装配方法 赵散梅;向继方;李友如;顾兴;王建;黄德翼;胡艳红;罗宵 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-10-21 2017-01-04  收藏 CN106291840A
46 一种光纤熔接的保护方法 熊雄;李友如;黄勇;蒋俊杰;匡亮;胡艳红;蒋思思;袁湘文;陶国栋;李哲文;王雪敏 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-08-31 2016-12-14  收藏 CN106226866A
47 一种光纤水听器的声压灵敏度测量装置 甘地;李友如;袁湘文;陶令;胡艳红;柳祚前;刘振兴;向继方;马耀远 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-06-02 2016-12-14  收藏 CN205808543U
48 一种光纤水听器加速度灵敏度测试系统 甘地;李友如;袁湘文;陶令;胡艳红;柳祚前;刘振兴;向继方;马耀远 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-06-02 2016-12-14  收藏 CN205808544U
49 一种载波相移脉宽调制型数字功率放大器 尹志生;李友如;夏建林;彭海军;孙文德;陶光勇;陶令;刘学满;胡艳红;周仕友 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-06-16 2016-12-14  收藏 CN205811967U
50 一种铠装传输缆线缆外皮开剥装置 王建;向继方;顾兴;张辉;李友如;陶光勇;彭涛;陶国栋 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-08-31 2016-12-07  收藏 CN106207882A
51 一种载波相移脉宽调制型数字功率放大器及功率放大方法 尹志生;李友如;夏建林;彭海军;孙文德;陶光勇;陶令;刘学满;胡艳红;周仕友 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-06-16 2016-11-23  收藏 CN106160677A
52 一种能适应低气压环境的液晶屏绑定方法及其结构 卢殊晔;李友如;齐鹤;胡艳红;刘学满;陶光勇;彭海军;黄建军;李玥;蒋水兵;唐校兵;郑文权;周建军;陆华;曹正 长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-08-31 2016-11-16  收藏 CN106125371A
53 一种松套光缆开剥口灌封装置及其灌封方法 熊雄;李友如;黄勇;王雪敏;匡亮;蒋俊杰;袁湘文;李哲文;陶国栋 长沙湘计海盾科技有限公司;长城信息产业股份有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2016-06-28 2016-09-21  收藏 CN105944926A
54 一种分布式监控系统及数据采集方法 黄卫;赵丹;许新达;王春洁;王建国;邹清扬 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2015-12-29 2016-06-01  收藏 CN105635279A
55 一种国产计算机平台下Qt画图性能的优化方法 王春洁;赵丹;王建国;许新达;黄卫;邹清扬;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2015-12-18 2016-05-25  收藏 CN105608723A
56 一种水下拖曳体 顾兴;李友如;陶光勇;陶令;向继方;胡艳红;王建;赵散梅;夏凡;沈剑文 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-11-25 2016-05-11  收藏 CN205221044U
57 一种双扣压密封堵芯 夏凡;向继方;李友如;陶光勇;赵散梅;顾兴;王建 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-11-25 2016-05-11  收藏 CN205228621U
58 一种水密连接器硫化用模具 陶光勇;赵散梅;向继方;李友如;顾兴;王建;夏凡 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-11-25 2016-04-06  收藏 CN205130201U
59 一种双层式松套光缆 袁湘文;陶光勇;李友如;黄勇;匡亮;蒋俊杰;李哲文 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-11-25 2016-04-06  收藏 CN205139443U
60 一种水密连接器硫化用模具 陶光勇;赵散梅;向继方;李友如;顾兴;王建;夏凡 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-11-25 2016-03-30  收藏 CN105437420A
180
61 一种双层式松套光缆及其制备方法 袁湘文;陶光勇;李友如;黄勇;匡亮;蒋俊杰;李哲文 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-11-25 2016-03-30  收藏 CN105445874A
62 一种计算机存储加速系统及其优化方法 王春洁;赵丹;王建国;许新达;黄卫;邹清扬;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2015-12-18 2016-03-30  收藏 CN105446665A
63 一种水下拖曳体 顾兴;李友如;陶光勇;陶令;向继方;胡艳红;王建;赵散梅;夏凡;沈剑文 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-11-25 2016-03-16  收藏 CN105398555A
64 一种双扣压密封堵芯 夏凡;向继方;李友如;陶光勇;赵散梅;顾兴;王建 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-11-25 2016-03-02  收藏 CN105371940A
65 一种电流/电压转换电路中的恒压源使能电路 夏建林;李友如;陶令;胡艳红;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-07-15 2015-11-18  收藏 CN204794074U
66 一种单线恒流转恒压电路的电流旁路和CC/CV主电路 夏建林;李友如;陶令;胡艳红;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-07-15 2015-11-18  收藏 CN204794684U
67 一种将单线恒流电能转化为恒压电能的装置 夏建林;李友如;陶令;胡艳红;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-07-15 2015-11-18  收藏 CN204794704U
68 一种电流/电压转换电路中的MOS管驱动电路 夏建林;李友如;陶令;胡艳红;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-07-15 2015-11-18  收藏 CN204794943U
69 一种单线恒流转恒压电能转换电路 夏建林;李友如;陶令;胡艳红;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-07-15 2015-10-07  收藏 CN104967326A
70 一种单线恒流/恒压电能转换的方法 夏建林;李友如;陶令;胡艳红;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2015-07-15 2015-10-07  收藏 CN104967327A
71 一种嵌入式设备的安全启动方法及启动安全的嵌入式设备 刘智臣;龙建;吕艳辉;聂世刚;孙文德;符鹤;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2015-05-15 2015-08-26  收藏 CN104866343A
72 一种电磁兼容红外触摸屏及显示器 彭海军;李友如;陶光勇;刘学满;张玉芬;唐校兵;李显彰 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2015-04-03 2015-08-26  收藏 CN204595825U
73 利用分布式拉曼放大和EDFA技术提高远距离BOTDR系统温度分辨率的装置 熊玉华;李友如;陶令;胡艳红;甘地;高才;彭涛;任伟 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2014-12-25 2015-08-19  收藏 CN204575099U
74 一种新型雷达信息获取设备 肖龙腾;杨剑;雷志勇;徐抗;聂世刚;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2015-04-03 2015-08-19  收藏 CN204575844U
75 利用分布式拉曼放大和EDFA技术提高远距离BOTDR系统温度分辨率的装置 熊玉华;李友如;陶令;胡艳红;甘地;高才;彭涛;任伟 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2014-12-25 2015-07-15  收藏 CN104776870A
76 一种适用于深海环境的光纤耦合器 梁建冬;李友如;王帆;易玮;程武;韩美英 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2014-11-28 2015-04-22  收藏 CN204287539U
77 一种紧凑型图卡设备 刘智臣;龙建;吕艳辉;聂世刚;孙文德;符鹤;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-11-10 2015-04-01  收藏 CN204242036U
78 一种基于RS485总线的计算刀片管理模块 赵丹;罗凯;王元圆;刘志德;许新达;邹清扬;龙川;符鹤;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-10-13 2015-04-01  收藏 CN204242168U
79 一种海底温度探测装置 甘地;李友如;陶令;胡艳红;彭涛;周建军;柳祚前;熊玉华;高才;任伟;符鹤 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2014-09-24 2015-03-11  收藏 CN204202759U
80 一种纵向开剥松套光缆的装置 黄勇;李友如;陶令;陶国栋;蒋俊杰;匡亮;文星;田勇 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2014-09-26 2015-03-11  收藏 CN204203510U
180
81 一种在线硅油加热装置 黄勇;李友如;陶令;陶国栋;蒋俊杰;匡亮;文星;田勇 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2014-09-26 2015-03-11  收藏 CN204202199U
82 一种可信计算系统 赵丹;罗凯;王元圆;刘志德;许新达;邹清扬;龙川;符鹤;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-10-13 2015-03-11  收藏 CN204203971U
83 一种传输缆与传感缆的连接装置 王建;李友如;陶令;胡艳红;顾兴;鲁立新;彭涛;王佑鹏;王帆 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2014-10-14 2015-03-04  收藏 CN204188842U
84 一种无线充电发射器及无线充电装置 蓝力;黄波;孙文德;聂世刚;谭永祥 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-08-11 2015-03-04  收藏 CN204190475U
85 一种新型服务器计算模块 赵丹;王元圆;罗凯;刘志德;许新达;邹清扬;龙川;符鹤;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-10-10 2015-03-04  收藏 CN204189085U
86 一种国产自主嵌入式计算机系统及其显卡驱动方法 赵丹;许新达;王元圆;罗凯;刘志德;邹清扬;龙川;符鹤;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-11-17 2015-02-18  收藏 CN104360860A
87 一种光缆熔接冗余光纤收容器 顾兴;李友如;陶令;胡艳红;向继方;王建;鲁立新;彭涛;王佑鹏;王帆 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-09-15 2015-02-04  收藏 CN204142997U
88 一种位置信息加密压缩及解密的方法 彭细;邓子畏;张盼;龙桂英;杨春媛;郑轩涛;彭雄威 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-09-30 2015-01-07  收藏 CN104270365A
89 一种海底温度探测方法 甘地;李友如;陶令;胡艳红;彭涛;周建军;柳祚前;熊玉华;高才;任伟;符鹤 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-09-24 2014-12-31  收藏 CN104251744A
90 一种海底温度探测系统 甘地;李友如;陶令;胡艳红;彭涛;周建军;柳祚前;熊玉华;高才;任伟;符鹤 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-09-24 2014-12-31  收藏 CN104251745A
91 一种光缆熔接冗余光纤收容器及其使用方法 顾兴;李友如;陶令;胡艳红;向继方;王建;鲁立新;彭涛;王佑鹏;王帆 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-09-15 2014-12-10  收藏 CN104199147A
92 一种FBG压力传感器 李友如;马耀远;陶令;龚超芳;王帆;梁建冬;张广平;周芝;彭政伟;陈志才 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2014-07-17 2014-12-10  收藏 CN204007982U
93 一种无线充电发射器、接收器、充电装置及无线充电方法 蓝力;黄波;孙文德;聂世刚;谭永祥 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-08-11 2014-11-19  收藏 CN104158269A
94 一种单板电池电压实时监控装置 王勇军;胡元刚;肖永超;刘毅;苏安军 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-06-23 2014-11-05  收藏 CN203930022U
95 一种夜视兼容的底光式LED背光源 李昀;陈琳;朱大可;夏文科;杨军;李鹏;梁瑞头;张文波;丁德胜;薛炳龙;符鹤 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-03-14 2014-08-27  收藏 CN203797409U
96 一种无风扇的加固计算机 张靖尧;黄锐;龙建;符鹤;磨善鹏;周治 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-03-31 2014-08-27  收藏 CN203799303U
97 一种VGA和LVDS同步显示接口 胡元刚;符鹤;王勇军;肖永超;刘毅;苏安军;张艳 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-02-21 2014-07-30  收藏 CN203747911U
98 一种显示器的抗振动结构 胡元刚;王建国;苏安军;肖永超;吴凤枚 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2014-02-17 2014-07-16  收藏 CN203720485U
99 一种液晶显示模组 胡元刚;雷雯;肖永超;刘毅;苏安军;汤泽群;张艳 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2013-11-20 2014-06-25  收藏 CN203673177U
100 一种用于存储信息设备实时参数的电路装置 刘学文;孙文德;李叶枫;朱润贵;杨黎明;夏建林 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2013-12-03 2014-06-11  收藏 CN203645364U
180
101 一种集成式图像处理装置 胡元刚;王建国;肖永超;苏安军;张艳;吴凤枚 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2013-11-20 2014-06-11  收藏 CN203645737U
102 多功能应用手持终端 王雪敏;黄波;谭永祥;刘智臣;肖弱;张润泉 长沙湘计海盾科技有限公司 中国专利 2013-12-17 2014-05-28  收藏 CN302830021S
103 非对称加密认证方法和基于非对称加密认证的嵌入式设备 刘智臣;肖弱;谭永祥;孙文德;聂世刚;黄波 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2013-12-05 2014-03-26  收藏 CN103679037A
104 一种地址隐藏方法及基于地址隐藏技术的嵌入式设备 刘智臣;肖弱;谭永祥;孙文德;聂世刚;黄波 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2013-12-05 2014-03-26  收藏 CN103678175A
105 一种FBG测量油罐油重的传感器装置 马耀远;李友如;陶令;石滔;胡艳红;向继方;黄德翼;袁湘文;龙真;孟庆鑫;徐栋;赵琢;王永;蒋思思;时晋东;刘志豪 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2013-09-06 2014-03-12  收藏 CN203473665U
106 一种色坐标可调的侧光式LED背光源 李昀;夏文科;杨军;朱大可;李鹏;梁瑞头;刘刚 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2013-09-05 2014-03-12  收藏 CN203478016U
107 一种具有进程可信认证的安全操作系统的实现方法 刘智臣;肖弱;谭永祥;孙文德;聂世刚;黄波 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2013-12-11 2014-03-05  收藏 CN103617388A
108 一种嵌入式系统及安全操作系统的实现方法 刘智臣;肖弱;谭永祥;孙文德;聂世刚;黄波 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2013-12-11 2014-03-05  收藏 CN103617128A
109 FBG测量油罐油重的传感器装置 马耀远;李友如;陶令;石滔;胡艳红;向继方;黄德翼;袁湘文;龙真;孟庆鑫;徐栋;赵琢;王永;蒋思思;时晋东;刘志豪 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2013-09-06 2013-12-25  收藏 CN103466234A
110 一种用于LED液晶显示装置的导光板 李昀;翁泽平;聂世刚;夏文科;杨军;朱大可;李鹏;梁瑞头;刘刚 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2013-07-24 2013-12-18  收藏 CN203350476U
111 一种光纤传感信号采集及处理装置 石滔;翁泽平;李友如;陶令;龙真;袁湘文;胡艳红;向继方;黄德翼;孟庆鑫;赵琢;徐栋;王永;蒋思思 长城信息产业股份有限公司;长沙湘计海盾科技有限公司;湖南海盾光纤传感技术工程实验室有限公司 中国专利 2013-07-24 2013-12-18  收藏 CN203351026U
112 一种新型红外触摸屏光学玻璃系统 李友如;张玉芬;陶光勇;彭海军;刘学满;梁骏驰;周文科;唐校兵 长城信息产业股份有限公司;长沙湘计海盾科技有限公司 中国专利 2013-06-20 2013-12-04  收藏 CN203324949U
